FLIGHTID,P_AIRCRAFTTYPE,R_ACODE,S_DEPTIME,S_ARRTIME,P_DEPTIME,P_ARRTIME,R_DEPAP,R_DEPTIME,entry_timestamp,entry_lon,entry_lat,entry_height,entry_time_gap,Time_of_Entry,cluster_closed
CDG2123,B38M,166.0,202508270930,202508271225,202508270930,202508271155,ZSAM,202508270941.0,2025-08-27 11:43:00,116.508389,38.710753,509.0,61.0,28.0,0.0
CDG2125,B738,7007.0,202508271505,202508271800,202508271505,202508271733,ZSAM,202508271507.0,2025-08-27 17:09:00,116.507659,38.709649,539.0,61.0,20.0,0.0
CDG2127,B38M,2703.0,202508271730,202508272030,202508271730,202508271956,ZSAM,202508271742.0,2025-08-27 19:45:00,117.378009,38.632259,539.93,60.0,28.0,4.0
CDG2129,B738,152.0,202508271930,202508272230,202508271930,202508272159,ZSAM,202508271942.0,2025-08-27 21:57:00,115.870278,38.723611,508.0,60.0,22.0,3.0
CDG2204,B738,5137.0,202508271740,202508272035,202508271740,202508272005,ZSFZ,202508271745.0,2025-08-27 19:49:00,117.404444,38.619722,539.0,60.0,29.0,4.0
CDG2206,B738,751.0,202508271855,202508272140,202508271855,202508272119,ZSFZ,202508271905.0,2025-08-27 21:11:00,115.798889,38.662222,509.0,60.0,22.0,3.0
CDG2208,B738,755.0,202508271615,202508271915,202508271615,202508271839,ZSFZ,202508271625.0,2025-08-27 18:24:00,116.394486,38.643111,539.0,60.0,27.0,0.0
CDG2210,B738,757.0,202508271415,202508271730,202508271415,202508271640,ZSFZ,202508271422.0,2025-08-27 16:16:00,116.480218,38.696444,539.0,60.0,25.0,0.0
CDG2329,B738,2322.0,202508270740,202508271200,202508270740,202508271055,ZWWW,202508270755.0,2025-08-27 10:55:00,116.501412,40.422318,360.0,61.0,17.0,2.0
CDG4641,B738,103.0,202508270710,202508270845,202508270710,202508270821,ZSQD,202508270714.0,2025-08-27 07:57:00,116.379593,38.655556,539.0,60.0,17.0,3.0
CDG4651,B738,115.0,202508271800,202508271930,202508271800,202508271911,ZSQD,202508271802.0,2025-08-27 18:47:00,116.534306,38.656972,539.0,60.0,25.0,0.0
CDG7605,B738,122.0,202508271245,202508271400,202508271245,202508271343,ZSYT,202508271309.0,2025-08-27 13:40:00,118.006981,38.598963,539.0,60.0,33.0,4.0
CDG7607,B738,7207.0,202508272020,202508272140,202508272020,202508272119,ZSYT,202508272034.0,2025-08-27 21:06:00,118.008778,38.879153,509.0,60.0,30.0,4.0
CDG7609,B738,124.0,202508272125,202508272245,202508272125,202508272223,ZSYT,202508272117.0,2025-08-27 21:54:00,117.282222,39.450833,453.0,60.0,17.0,2.0
CDG7611,B738,122.0,202508270720,202508270850,202508270720,202508270819,ZSYT,202508270737.0,2025-08-27 08:05:00,117.935972,38.623898,539.0,60.0,23.0,4.0
CES5099,A21N,5666.0,202508270700,202508270915,202508270700,202508270850,ZSSS,202508270716.0,2025-08-27 08:40:00,116.398611,38.721944,509.0,60.0,18.0,3.0
CES5101,A332,5047.0,202508270800,202508271010,202508270800,202508270950,ZSSS,202508270811.0,2025-08-27 09:33:00,116.402687,38.735779,539.0,61.0,15.0,3.0
CES5103,A333,5066.0,202508270900,202508271115,202508270900,202508271050,ZSSS,202508270913.0,2025-08-27 10:34:00,116.47312,38.693481,539.0,60.0,23.0,0.0
CES5105,A333,5070.0,202508271000,202508271215,202508271000,202508271148,ZSSS,202508271017.0,2025-08-27 11:39:00,116.386389,38.690556,539.0,60.0,18.0,3.0
CES5107,A333,6305.0,202508271100,202508271315,202508271100,202508271248,ZSSS,202508271117.0,2025-08-27 12:39:00,116.392565,38.707083,539.03,60.0,18.0,3.0
CES5109,A332,6356.0,202508271200,202508271415,202508271200,202508271350,ZSSS,202508271216.0,2025-08-27 13:38:00,116.410712,38.73224,539.0,62.0,17.0,3.0
CES5111,A333,5066.0,202508271300,202508271510,202508271300,202508271448,ZSSS,202508271330.0,2025-08-27 14:55:00,116.377278,38.669602,539.0,60.0,18.0,3.0
CES5113,A359,6364.0,202508271400,202508271615,202508271400,202508271542,ZSSS,202508271419.0,2025-08-27 15:44:00,116.388333,38.7075,539.0,57.0,19.0,3.0
CES5115,A21N,6307.0,202508271500,202508271715,202508271500,202508271650,ZSSS,202508271506.0,2025-08-27 16:31:00,116.414671,38.718338,539.0,60.0,18.0,3.0
CES5117,A332,6325.0,202508271600,202508271815,202508271600,202508271750,ZSSS,202508271612.0,2025-08-27 17:34:00,116.386866,38.677477,539.98,60.0,19.0,3.0
CES5119,A332,5047.0,202508271700,202508271915,202508271700,202508271849,ZSSS,202508271726.0,2025-08-27 18:53:00,116.534848,38.679238,539.0,62.0,24.0,0.0
CES5121,A333,6355.0,202508271800,202508272015,202508271800,202508271949,ZSSS,202508271806.0,2025-08-27 19:30:00,116.845278,38.674444,539.0,60.0,28.0,4.0
CES5123,A333,6326.0,202508271900,202508272115,202508271900,202508272049,ZSSS,202508271910.0,2025-08-27 20:31:00,116.916676,38.671824,539.0,60.0,25.0,4.0
CES5125,A333,7404.0,202508272000,202508272210,202508272000,202508272149,ZSSS,202508272011.0,2025-08-27 21:33:00,118.012204,38.835722,509.0,60.0,22.0,4.0
CES5127,A333,6301.0,202508272100,202508272315,202508272100,202508272251,ZSSS,202508272120.0,2025-08-27 22:41:00,118.008229,38.740464,509.0,61.0,27.0,4.0
CES5151,A21N,5671.0,202508270800,202508271025,202508270800,202508270953,ZSPD,202508270822.0,2025-08-27 09:47:00,116.40862,38.756417,514.42,60.0,17.0,3.0
CES5155,A20N,6361.0,202508271030,202508271300,202508271030,202508271214,ZSPD,202508271037.0,2025-08-27 12:01:00,116.394347,38.708135,539.0,77.0,18.0,3.0
CES5159,C919,6315.0,202508271430,202508271645,202508271430,202508271621,ZSSS,202508271443.0,2025-08-27 16:06:00,116.401259,38.671509,509.0,60.0,30.0,0.0
CES5161,B77W,5076.0,202508271530,202508271800,202508271530,202508271718,ZSPD,202508271547.0,2025-08-27 17:11:00,116.472259,38.64487,509.0,60.0,23.0,0.0
CES5165,A20N,6302.0,202508272135,202508272350,202508272135,202508272322,ZSPD,202508272200.0,2025-08-28 00:02:00,117.248902,39.527325,478.0,65.0,25.0,3.0
CHH408,A333,5.0,202508271900,202508280510,202508272000,202508280532,EGPH,202508272027.0,2025-08-28 05:37:00,115.625917,40.430537,451.0,60.0,24.0,1.0
CHH430,B738,6135.0,202508271450,202508272000,202508271450,202508271948,VTBS,202508271454.0,2025-08-27 19:22:00,116.393215,38.731498,479.0,61.0,18.0,3.0
CHH474,A333,76.0,202508271320,202508271700,202508271320,202508271559,RJBB,202508271358.0,2025-08-27 16:05:00,117.961102,38.615351,539.0,61.0,27.0,4.0
CHH490,A333,3023.0,202508271955,202508280500,202508271955,202508280439,EDDB,202508272006.0,2025-08-28 04:25:00,115.656404,40.430818,451.0,56.0,22.0,1.0
CHH492,B789,3014.0,202508271920,202508280510,202508271920,202508280408,EBBR,202508271945.0,2025-08-28 04:15:00,115.760417,40.420625,451.0,60.0,21.0,1.0
CHH496,B789,3074.0,202508270200,202508271515,202508270200,202508271354,KSEA,202508270219.0,2025-08-27 14:03:00,118.022546,38.593759,539.0,60.0,30.0,4.0
CHH6355,A333,2335.0,202508270720,202508271055,202508270720,202508271029,ZWWW,202508270730.0,2025-08-27 10:23:00,116.440685,40.423444,365.07,60.0,19.0,2.0
CHH6378,B738,4254.0,202508271820,202508272055,202508271920,202508272132,ZGHA,202508272008.0,2025-08-27 21:47:00,115.597272,38.747077,509.0,61.0,23.0,3.0
CHH7080,B738,4264.0,202508271400,202508271815,202508271400,202508271749,ZJSY,202508271406.0,2025-08-27 17:20:00,115.840301,38.694781,479.05,61.0,20.0,3.0
CHH7081,B738,7461.0,202508271600,202508271945,202508271600,202508271934,ZJHK,202508271610.0,2025-08-27 19:10:00,116.380419,38.698069,509.0,61.0,17.0,3.0
CHH7104,B738,1246.0,202508272130,202508272300,202508272130,202508272243,ZYTL,202508272134.0,2025-08-27 22:12:00,117.977648,38.993815,509.0,60.0,29.0,4.0
CHH7106,B738,1272.0,202508272225,202508272355,202508272225,202508272337,ZYTL,202508272233.0,2025-08-27 23:24:00,117.297567,39.471902,430.33,66.0,18.0,3.0
CHH7110,B738,2463.0,202508272135,202508280100,202508272135,202508280049,ZGYL,202508272234.0,2025-08-28 01:04:00,115.841944,38.698056,539.0,60.0,23.0,3.0
CHH7112,B38M,3517.0,202508272055,202508280045,202508272055,202508280012,ZPPP,202508272114.0,2025-08-28 00:16:00,116.357787,40.424481,304.0,60.0,30.0,2.0
CHH7126,B738,6377.0,202508272250,202508272355,202508272250,202508272341,ZSDY,202508272241.0,2025-08-27 23:12:00,117.278111,39.432426,465.93,60.0,27.0,2.0
CHH7130,B738,2572.0,202508272215,202508280030,202508272215,202508280007,ZYHB,202508272209.0,2025-08-27 23:35:00,116.992361,40.697181,349.17,60.0,32.0,2.0
CHH7134,B738,4071.0,202508270905,202508271050,202508270905,202508271026,ZLYL,202508270913.0,2025-08-27 10:10:00,116.404685,40.423981,360.0,60.0,19.0,2.0
CHH7136,B38M,4562.0,202508271130,202508271355,202508271130,202508271339,ZGHA,202508271138.0,2025-08-27 13:16:00,115.846583,38.702352,479.0,60.0,19.0,3.0
CHH7138,B738,4045.0,202508270645,202508270900,202508270645,202508270840,ZLXY,202508270711.0,2025-08-27 08:44:00,116.43413,40.423361,360.2,61.0,16.0,2.0
CHH7144,B738,2740.0,202508271915,202508272200,202508271915,202508272119,ZSCN,202508271915.0,2025-08-27 20:43:00,117.067778,38.691667,539.0,60.0,22.0,4.0
CHH7146,B789,7431.0,202508271355,202508271800,202508271355,202508271656,ZWWW,202508271407.0,2025-08-27 16:50:00,116.469505,40.42281,351.13,60.0,15.0,2.0
CHH7148,B738,7441.0,202508270830,202508271110,202508270830,202508271100,ZUTF,202508270841.0,2025-08-27 10:29:00,115.808593,38.6705,539.0,60.0,20.0,3.0
CHH7154,B738,2444.0,202508272130,202508280055,202508272130,202508280044,ZGNN,202508272147.0,2025-08-28 00:30:00,115.590924,40.339563,382.52,55.0,28.0,1.0
CHH7168,B38M,5372.0,202508271215,202508271500,202508271215,202508271442,ZUCK,202508271224.0,2025-08-27 14:39:00,116.419149,40.423674,360.0,62.0,15.0,2.0
CHH7180,B738,2464.0,202508271500,202508271900,202508271500,202508271851,ZJSY,202508271511.0,2025-08-27 18:37:00,116.386944,38.651667,509.0,60.0,21.0,3.0
CHH7181,B789,4274.0,202508270800,202508271145,202508270800,202508271117,ZJHK,202508270805.0,2025-08-27 10:59:00,115.808157,38.660546,539.0,60.0,21.0,3.0
CHH7186,B738,334.0,202508271005,202508271230,202508271005,202508271213,ZHYC,202508271007.0,2025-08-27 11:38:00,115.879394,38.732081,539.0,61.0,22.0,3.0
CHH7188,B738,4244.0,202508271905,202508272105,202508271905,202508272054,ZHHH,202508271912.0,2025-08-27 20:26:00,115.555993,38.813415,508.03,61.0,22.0,3.0
CHH7190,B738,3535.0,202508271305,202508271555,202508271305,202508271548,ZUGY,202508271313.0,2025-08-27 15:25:00,115.86337,38.700981,539.0,60.0,21.0,3.0
CHH7192,B738,170.0,202508271200,202508271505,202508271200,202508271429,ZSAM,202508271216.0,2025-08-27 14:17:00,116.391736,38.669889,509.0,60.0,18.0,3.0
CHH7194,B738,5345.0,202508272225,202508280010,202508272225,202508272349,ZBHZ,202508272222.0,2025-08-27 23:26:00,116.981006,40.6877,421.0,61.0,32.0,2.0
CHH7196,B738,2710.0,202508271300,202508271555,202508271300,202508271531,ZSFZ,202508271308.0,2025-08-27 15:03:00,116.392185,38.677685,509.0,60.0,18.0,3.0
CHH7198,A333,6205.0,202508271025,202508271240,202508271025,202508271215,ZLLL,202508271030.0,2025-08-27 12:08:00,116.545935,40.445722,360.0,60.0,14.0,2.0
CHH7212,B38M,3522.0,202508271215,202508271555,202508271215,202508271534,ZPPP,202508271235.0,2025-08-27 15:40:00,116.427319,40.423361,360.0,60.0,17.0,2.0
CHH7236,B738,4565.0,202508271530,202508271815,202508271530,202508271744,ZGHA,202508271535.0,2025-08-27 17:19:00,115.960037,38.732278,509.0,60.0,18.0,3.0
CHH7246,A333,7416.0,202508272000,202508272340,202508272000,202508272309,ZWWW,202508272013.0,2025-08-27 23:11:00,116.526913,40.422304,360.0,60.0,20.0,2.0
CHH7248,B738,5140.0,202508271230,202508271515,202508271230,202508271500,ZUTF,202508271238.0,2025-08-27 14:27:00,115.850444,38.707944,509.0,60.0,18.0,3.0
CHH7268,B789,5350.0,202508272130,202508272355,202508272143,202508280000,ZUCK,202508272140.0,2025-08-27 23:41:00,115.566648,40.41837,509.13,60.0,27.0,1.0
CHH7278,A333,3660.0,202508271130,202508271400,202508271130,202508271320,ZSHC,202508271210.0,2025-08-27 13:35:00,116.434722,38.656747,509.0,62.0,17.0,3.0
CHH7280,B738,4540.0,202508271600,202508271955,202508271600,202508271949,ZJSY,202508271612.0,2025-08-27 19:32:00,116.382559,38.645182,509.0,61.0,32.0,0.0
CHH7281,B789,4511.0,202508271300,202508271640,202508271300,202508271617,ZJHK,202508271318.0,2025-08-27 16:05:00,115.843579,38.699048,539.0,61.0,22.0,3.0
CHH7290,B38M,3536.0,202508272000,202508272300,202508272040,202508272321,ZUGY,202508272123.0,2025-08-27 23:37:00,115.841088,38.696202,509.0,61.0,24.0,3.0
CHH7292,B738,137.0,202508271855,202508272200,202508271855,202508272112,ZSWZ,202508271905.0,2025-08-27 20:59:00,117.123333,38.695833,539.0,60.0,30.0,4.0
CHH7296,B738,2725.0,202508272105,202508272350,202508272105,202508272335,ZSFZ,202508272111.0,2025-08-27 23:34:00,117.213204,39.444333,452.0,60.0,20.0,3.0
CHH7298,B738,7051.0,202508272025,202508272300,202508272025,202508272220,ZLLL,202508272044.0,2025-08-27 22:20:00,116.404167,40.423889,360.0,60.0,23.0,2.0
CHH7336,B738,4564.0,202508271630,202508271855,202508271630,202508271843,ZGHA,202508271628.0,2025-08-27 18:09:00,115.968676,38.711046,509.0,60.0,18.0,3.0
CHH7338,B38M,4026.0,202508271830,202508272055,202508271830,202508272024,ZLXY,202508271844.0,2025-08-27 20:17:00,116.363333,40.424444,360.0,60.0,16.0,2.0
CHH7348,B738,7436.0,202508271800,202508272100,202508271800,202508272034,ZUTF,202508271809.0,2025-08-27 20:25:00,116.402759,40.423944,360.0,60.0,21.0,2.0
CHH7368,B738,6443.0,202508270725,202508270955,202508270725,202508270942,ZUCK,202508270728.0,2025-08-27 09:11:00,115.87337,38.726407,539.0,60.0,20.0,3.0
CHH7378,B738,1350.0,202508270725,202508270945,202508270725,202508270933,ZSHC,202508270735.0,2025-08-27 09:12:00,117.98513,38.606481,509.0,60.0,25.0,4.0
CHH7381,B738,4510.0,202508271900,202508272245,202508271900,202508272233,ZJHK,202508271937.0,2025-08-27 22:37:00,115.828679,38.685205,539.0,61.0,22.0,3.0
CHH7436,B38M,4564.0,202508272030,202508272300,202508272130,202508272339,ZGHA,202508272153.0,2025-08-27 23:31:00,115.856782,38.71094,539.0,60.0,26.0,3.0
CHH7448,A333,7447.0,202508271930,202508272220,202508271930,202508272159,ZUTF,202508271946.0,2025-08-27 22:02:00,116.479167,40.422778,360.0,56.0,20.0,2.0
CHH7478,B738,3665.0,202508270825,202508271040,202508270825,202508271020,ZSHC,202508270833.0,2025-08-27 09:59:00,116.402963,38.733648,503.53,60.0,18.0,3.0
CHH7481,B38M,4513.0,202508271100,202508271450,202508271100,202508271428,ZJHK,202508271106.0,2025-08-27 14:05:00,115.847426,38.703991,539.0,60.0,20.0,3.0
CHH7492,B738,7005.0,202508272045,202508272340,202508272045,202508272314,ZSAM,202508272059.0,2025-08-27 23:27:00,117.255581,39.532753,393.56,55.0,18.0,3.0
CHH7536,B738,4561.0,202508272130,202508280005,202508272230,202508280040,ZGHA,202508272234.0,2025-08-28 00:11:00,115.853399,38.707904,504.27,55.0,26.0,3.0
CHH754,A333,3071.0,202508271915,202508280520,202508271915,202508280455,EGCC,202508271926.0,2025-08-28 04:44:00,116.383698,40.424249,383.62,55.0,21.0,2.0
CHH7548,B738,1537.0,202508272030,202508272320,202508272030,202508272304,ZUTF,202508272047.0,2025-08-27 22:58:00,116.398452,40.423916,360.0,61.0,21.0,2.0
CHH7568,B738,7411.0,202508271515,202508271740,202508271515,202508271743,ZUCK,202508271527.0,2025-08-27 17:40:00,116.419931,40.423644,360.0,60.0,17.0,2.0
CHH7578,B738,3655.0,202508271035,202508271255,202508271035,202508271229,ZSHC,202508271045.0,2025-08-27 12:09:00,116.42194,38.664617,509.0,61.0,23.0,0.0
CHH7580,A333,4266.0,202508271850,202508272300,202508271850,202508272231,ZJSY,202508271914.0,2025-08-27 22:17:00,115.888495,38.740505,539.0,60.0,21.0,3.0
CHH7581,B38M,4276.0,202508272100,202508280040,202508272100,202508280029,ZJHK,202508272110.0,2025-08-28 00:15:00,115.572204,40.397714,420.97,61.0,30.0,1.0
CHH7604,B738,5045.0,202508271115,202508271330,202508271115,202508271303,ZSSS,202508271123.0,2025-08-27 12:46:00,116.398889,38.719722,539.0,60.0,16.0,3.0
CHH7606,A333,5071.0,202508271210,202508271420,202508271210,202508271353,ZSSS,202508271229.0,2025-08-27 13:50:00,116.377407,38.64613,539.0,60.0,20.0,3.0
CHH7608,A333,4124.0,202508271900,202508272115,202508271900,202508272044,ZSSS,202508271918.0,2025-08-27 20:37:00,116.947222,38.638611,539.0,60.0,22.0,4.0
CHH7612,A333,5075.0,202508272015,202508272230,202508272015,202508272159,ZSSS,202508272036.0,2025-08-27 22:12:00,117.339398,39.327366,498.18,60.0,20.0,3.0
CHH7614,B788,6304.0,202508271145,202508271415,202508271145,202508271336,ZSPD,202508271205.0,2025-08-27 13:26:00,116.464565,38.733667,539.0,60.0,23.0,0.0
CHH7618,B738,2366.0,202508271025,202508271205,202508271025,202508271158,ZBUH,202508271030.0,2025-08-27 11:42:00,116.417361,40.423634,360.0,60.0,20.0,2.0
CHH7678,B789,3641.0,202508272130,202508272340,202508272130,202508272315,ZSHC,202508272156.0,2025-08-27 23:51:00,117.252185,39.585204,473.33,60.0,22.0,3.0
CHH7702,B788,4217.0,202508270710,202508271015,202508270710,202508270955,ZGSZ,202508270730.0,2025-08-27 09:50:00,115.882527,38.734373,539.0,62.0,18.0,3.0
CHH7704,B789,4204.0,202508270900,202508271215,202508270900,202508271144,ZGSZ,202508270936.0,2025-08-27 11:51:00,115.816269,38.66569,539.0,60.0,18.0,3.0
CHH7706,B789,2431.0,202508271310,202508271615,202508271310,202508271551,ZGSZ,202508271355.0,2025-08-27 16:11:00,115.898333,38.749722,539.0,60.0,19.0,3.0
CHH7708,B788,3142.0,202508271610,202508271915,202508271810,202508272050,ZGSZ,202508271902.0,2025-08-27 21:21:00,115.804519,38.681852,539.0,60.0,23.0,3.0
CHH7710,B789,1163.0,202508271710,202508272015,202508271710,202508271950,ZGSZ,202508271832.0,2025-08-27 20:48:00,115.545833,38.726667,479.0,60.0,22.0,3.0
CHH7712,B788,3116.0,202508271810,202508272115,202508272040,202508272320,ZGSZ,202508272044.0,2025-08-27 22:55:00,115.825227,38.680338,539.07,55.0,21.0,3.0
CHH7714,A332,3027.0,202508271910,202508272230,202508272100,202508272347,ZGSZ,202508272153.0,2025-08-28 00:06:00,115.818333,38.67531,539.0,60.0,28.0,3.0
CHH7716,B788,3144.0,202508272055,202508280010,202508272055,202508272334,ZGSZ,202508272113.0,2025-08-27 23:25:00,115.847304,38.702195,508.98,61.0,26.0,3.0
CHH7778,B738,4506.0,202508271900,202508272255,202508271900,202508272245,ZJQH,202508271858.0,2025-08-27 22:05:00,115.843315,38.698444,509.0,60.0,21.0,3.0
CHH7802,B738,3113.0,202508270750,202508271055,202508270750,202508271039,ZGGG,202508270803.0,2025-08-27 10:23:00,115.850458,38.702722,509.0,60.0,21.0,3.0
CHH7804,B789,4203.0,202508270915,202508271220,202508270915,202508271153,ZGGG,202508270924.0,2025-08-27 11:35:00,115.8515,38.704537,508.93,60.0,20.0,3.0
CHH7806,A333,4205.0,202508271015,202508271315,202508271015,202508271258,ZGGG,202508271023.0,2025-08-27 12:39:00,115.611852,38.690148,509.0,60.0,20.0,3.0
CHH7808,B789,4214.0,202508271415,202508271715,202508271415,202508271650,ZGGG,202508271648.0,2025-08-27 19:00:00,116.442792,38.66975,509.0,60.0,21.0,3.0
CHH7810,B738,5642.0,202508271515,202508271815,202508271700,202508271947,ZGGG,202508271801.0,2025-08-27 20:15:00,115.604861,38.944931,479.0,60.0,26.0,3.0
CHH7812,B738,4214.0,202508271850,202508272200,202508271950,202508272236,ZGGG,202508271950.0,2025-08-27 22:01:00,115.891898,38.744046,509.0,61.0,21.0,3.0
CHH7814,B789,3131.0,202508271915,202508272225,202508271915,202508272149,ZGGG,202508272020.0,2025-08-27 22:23:00,115.82658,38.682801,539.0,61.0,23.0,3.0
CHH7816,B38M,3113.0,202508272115,202508280025,202508272230,202508280111,ZGGG,202508272245.0,2025-08-28 00:53:00,115.876717,38.729172,539.0,55.0,21.0,3.0
CHH7884,B738,1532.0,202508271230,202508271515,202508271230,202508271442,ZULA,202508271225.0,2025-08-27 14:08:00,115.812431,38.667449,509.0,60.0,20.0,3.0
CHH7926,B789,1237.0,202508272120,202508280955,202508272120,202508280937,MMTJ,202508272115.0,2025-08-28 09:21:00,117.003889,40.7075,390.0,60.0,16.0,2.0
CHH7938,A333,3011.0,202508272000,202508280520,202508272000,202508280451,LKPR,202508272007.0,2025-08-28 04:33:00,115.62,40.431944,451.0,51.0,24.0,1.0
CHH7986,A333,73.0,202508270105,202508270855,202508270105,202508270754,UUEE,202508270129.0,2025-08-27 08:06:00,116.480087,40.426493,363.5,64.0,17.0,2.0
CHH7988,B738,2622.0,202508271305,202508271635,202508271305,202508271558,RCTP,202508271310.0,2025-08-27 15:26:00,117.017222,38.6875,509.0,56.0,34.0,4.0
CHH7996,B38M,6144.0,202508270140,202508270640,202508270140,202508270617,VTBS,202508270149.0,2025-08-27 06:02:00,115.989349,38.681617,509.0,61.0,19.0,3.0
CLX7213,B748,3503.0,202508271410,202508280100,202508271920,202508280522,ELLX,202508271931.0,2025-08-28 05:15:00,116.363846,40.424338,424.0,65.0,17.0,2.0
CNM1124,B738,6450.0,202508272120,202508272240,202508272120,202508272231,ZBTL,202508272120.0,2025-08-27 22:11:00,117.007222,40.71,360.0,60.0,24.0,2.0
CNM1136,B738,5343.0,202508270950,202508271150,202508270950,202508271121,ZBUL,202508270946.0,2025-08-27 10:58:00,117.029954,40.729407,360.0,60.0,25.0,2.0
CNM1142,B738,2360.0,202508270900,202508271025,202508270900,202508271007,ZBDS,202508270907.0,2025-08-27 09:56:00,116.400934,40.423957,360.0,61.0,19.0,2.0
CNM1148,B738,2365.0,202508271055,202508271240,202508271055,202508271211,ZBYZ,202508271051.0,2025-08-27 11:54:00,116.455748,40.422935,360.0,62.0,18.0,2.0
CNM1210,B738,4022.0,202508271330,202508271600,202508271330,202508271514,ZLXY,202508271330.0,2025-08-27 15:05:00,116.428056,40.423417,360.0,60.0,20.0,2.0
CNM1220,B738,5144.0,202508271425,202508271620,202508271425,202508271548,ZLIC,202508271448.0,2025-08-27 15:58:00,116.378056,40.424262,359.05,61.0,21.0,2.0
CNM1230,B738,4037.0,202508271930,202508272155,202508271930,202508272114,ZLXY,202508271935.0,2025-08-27 21:00:00,115.539464,40.432627,421.0,57.0,26.0,1.0
CNM1236,B738,4052.0,202508272030,202508272255,202508272030,202508272214,ZLXY,202508272046.0,2025-08-27 22:18:00,116.417391,40.423638,360.0,61.0,21.0,2.0
CNM1290,B738,4055.0,202508271230,202508271450,202508271230,202508271415,ZLXY,202508271245.0,2025-08-27 14:15:00,116.354731,40.424476,363.54,61.0,19.0,2.0
CNM1324,B738,3151.0,202508271840,202508272155,202508271840,202508272120,ZGSD,202508271855.0,2025-08-27 21:17:00,115.841315,38.717407,539.0,60.0,21.0,3.0
CNM1578,B738,5131.0,202508272110,202508272315,202508272110,202508272306,ZSCN,202508272113.0,2025-08-27 22:59:00,117.286389,39.392778,395.0,60.0,23.0,2.0
CNM1588,B738,116.0,202508270905,202508271035,202508270905,202508271013,ZSWH,202508270904.0,2025-08-27 09:48:00,117.805694,38.627278,539.0,60.0,31.0,4.0
CNM1628,B738,2516.0,202508271305,202508271455,202508271305,202508271447,ZYCC,202508271305.0,2025-08-27 14:21:00,117.022608,40.727249,355.32,62.0,21.0,2.0
CNM1658,B738,1626.0,202508271550,202508271755,202508271550,202508271704,ZYTX,202508271603.0,2025-08-27 17:02:00,116.967095,40.675241,360.0,61.0,16.0,2.0
CNM1660,B738,2547.0,202508270950,202508271150,202508270950,202508271133,ZYQQ,202508271005.0,2025-08-27 11:34:00,116.99563,40.700111,347.87,60.0,24.0,2.0
CNM1872,B738,162.0,202508271845,202508272200,202508271845,202508272111,ZSAM,202508271852.0,2025-08-27 21:00:00,115.802222,38.678333,509.0,60.0,20.0,3.0
CNM1922,B738,3420.0,202508272055,202508272335,202508272055,202508272302,ZGHY,202508272127.0,2025-08-27 23:22:00,115.814574,38.670926,539.0,60.0,27.0,3.0
CNM1926,B738,3171.0,202508271810,202508272155,202508271810,202508272117,ZGZJ,202508271818.0,2025-08-27 20:58:00,115.817204,38.722204,535.27,60.0,20.0,3.0
CPA312,A333,3326.0,202508271700,202508272025,202508271700,202508271948,VHHH,202508271730.0,2025-08-27 19:52:00,116.478458,38.698736,509.0,60.0,18.0,3.0
CPA332,A333,3336.0,202508271200,202508271525,202508271225,202508271507,VHHH,202508271248.0,2025-08-27 15:09:00,115.815292,38.670542,509.0,60.0,39.0,3.0
CPA334,B77W,3303.0,202508270725,202508271050,202508270725,202508271011,VHHH,202508270737.0,2025-08-27 09:58:00,115.887407,38.739074,508.93,60.0,19.0,3.0
CPA336,A333,5734.0,202508271500,202508271825,202508271500,202508271750,VHHH,202508271529.0,2025-08-27 17:53:00,115.813407,38.670315,530.15,60.0,21.0,3.0
CPA344,A21N,3334.0,202508271900,202508272225,202508271900,202508272147,VHHH,202508271913.0,2025-08-27 21:31:00,115.878139,38.753569,520.95,60.0,18.0,3.0
CPA390,B77W,3316.0,202508270900,202508271225,202508270900,202508271145,VHHH,202508270916.0,2025-08-27 11:31:00,115.884568,38.736821,539.14,60.0,20.0,3.0
CPA392,A333,5737.0,202508271355,202508271725,202508271355,202508271646,VHHH,202508271433.0,2025-08-27 16:54:00,115.883222,38.734764,539.0,60.0,21.0,3.0
CRK304,A320,5754.0,202508272020,202508272340,202508272020,202508272302,VHHH,202508272044.0,2025-08-27 23:04:00,116.024593,38.692556,812.33,60.0,83.0,1.0
CRK324,A320,5767.0,202508271725,202508272045,202508271710,202508271949,VHHH,202508271752.0,2025-08-27 20:16:00,115.536667,38.855,509.0,57.0,27.0,3.0
CSC3122,A332,2304.0,202508271600,202508271940,202508271600,202508271910,ZWWW,202508271621.0,2025-08-27 19:13:00,116.433926,40.423639,360.0,60.0,17.0,2.0
CSC3126,A320,7327.0,202508271710,202508271855,202508271710,202508271840,ZLZW,202508271706.0,2025-08-27 18:24:00,116.492046,40.422824,360.0,60.0,24.0,2.0
CSC3531,A320,1523.0,202508271830,202508272115,202508271830,202508272050,ZUYB,202508271831.0,2025-08-27 20:46:00,116.514931,40.422528,360.0,60.0,16.0,2.0
CSC3864,A359,1517.0,202508271130,202508271415,202508271130,202508271400,ZUTF,202508271147.0,2025-08-27 14:02:00,116.410833,40.423889,360.0,56.0,21.0,2.0
CSC6875,A333,7450.0,202508271630,202508271900,202508271630,202508271830,ZUTF,202508271643.0,2025-08-27 18:32:00,116.407345,38.65179,509.0,61.0,22.0,0.0
